都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号
大分県,日田市,下水道計画,"撮影,図化","4000,,500","5.7KM2,0.9KM2",日田市,パスコ,"58.12.21,59.3.25",1242
大分県,"玖珠町,九重町,湯布院町",道路計画,"撮影,図化","7000,,1000","45.2KM2,2.0KM2",日本道路公団福岡建設局,パスコ,"58.5.30,58.7.17",
大分県,国東町,道路計画,"撮影,図化","8000,,1000","14.8KM2,1.3KM2",大分県国東土木事務所,パスコ,"58.12.18,59.3.15",1181
大分県,杵築市,道路台帳,"撮影,図化","8000,,1000","90.8KM2,1.2KM2",杵築市,アジア航測,"59.1.31,59.3.20",1259
大分県,杵築市,ほ場整備,"撮影,図化","8000,,1000","32.0KM2,4.6KM2",杵築市,朝日航洋,"59.1.11,59.3.20",1246
大分県,国東町,ほ場整備,"撮影,図化","8000,,1000","39.4KM2,4.5KM2",国東町,アジア航測,"58.7.5,58.8.31",403
大分県,耶馬渓町,ダム計画,"撮影,図化","10000,,2500","33.0KM2,6.3KM2",九州地建耶馬溪ダム工事事務所,大成測量設計,"58.10.26,59.2.10",903
大分県,日出町,都市計画,"撮影,撮影,図化,図化","12500,,25000,,2500,,10000","112.1KM2,88.6KM2,40.3KM2,33.8KM2",日出町,アジア航測,"58.5.1,58.7.15",88
大分県,日田市,都市計画,"撮影,図化修正,編集","12500,,2500,,10000","88.0KM2,66.3KM2,66.3KM2",日田市,パスコ,"58.11.15,59.2.29",1011
大分県県境宮崎県,"九重町,県境高原町",電源開発,"撮影,図化","20000,,5000","124.6KM2,9.0KM2",新エネルギー財団水力本部,国際航業,"58.9.16,59.3.10",902
大分県,朝地町,都市計画,図化,2500,4.4KM2,朝地町,アジア航測,"59.2.6,59.3.10",1335
大分県,挾間町,都市計画,図化修正,10000,51.3KM2,挾間町,朝日航洋,"58.12.5,59.1.31",1023
宮崎県,"諸塚村,西郷村,南郷村,椎葉村",森林計画,基準点,図根点,3point,熊本営林局,九州工営,"58.11.10,59.2.29",
宮崎県,高千穂町,道路計画,基準点,3級,3point,九州地建延岡工事事務所,太陽技術コンサルタント,"59.1.10,59.3.31",
宮崎県,"宮崎市,佐土原町,新富町,高鍋町",地盤沈下,水準,1級,106.0km,宮崎県,国土開発コンサルタント,"58.10.27,59.1.31",894
宮崎県,日向市,道路台帳,"撮影,図化","4000,,500","25.0KM2,1.0KM2",日向市,大成測量設計,"58.6.25,58.8.31",401
宮崎県,国富町,道路台帳,"撮影,図化","8000,,1000","115.4KM2,15.2KM2",国富町,アジア航測,"58.8.26,59.3.25",519
宮崎県,田野町,ダム計画,"撮影,図化","8000,,1000","6.8KM2,4.0KM2",九州農政局大淀川農業水利事業所,アジア航測,"58.6.18,58.8.29",290
宮崎県,"宮崎市,串間市,都城市,高原町",観光計画,撮影(対標有),12500,97.0KM2,宮崎県,パスコ,"59.1.17,59.3.26",1256
宮崎県,小林市,道路台帳,"撮影,撮影,図化","15000,,8000,,1000","230.9KM2,200.0KM2,30.0KM2",小林市,パスコ,"59.2.10,60.2.10",1336
宮崎県県境鹿児島県,"えびの市,県境吉松町,栗野町",施設計画,"撮影,図化","25000,,5000","139.0KM2,12.0KM2",福岡防衛施設局,アジア航測,"58.10.22,59.3.20",893
宮崎県,都城市,都市計画,"撮影,図化","30000,,5000","80.0KM2,100.2KM2",都城市,南日本航業,"58.8.20,58.11.30",510
宮崎県,えびの市,都市計画,図化修正,2500,30.8KM2,えびの市,太平洋航業,"58.10.7,58.12.10",891
宮崎県,日南市,都市計画,図化,5000,295.0KM2,日南市,国際航業,"58.8.24,59.3.29",515
鹿児島県,鹿児島市,地盤変動,水準,1級,25.0km,鹿児島市,第一復建,"59.2.7,59.3.10",1338
鹿児島県,知覧町,農地開発,"撮影,図化","6000,,1000","12.8KM2,2.1KM2",鹿児島県加世田耕地事務所,アジア航測,"58.8.25,59.2.12",517
鹿児島県,大隅町,道路計画,"撮影,図化","8000,,2500","9.0KM2,3.6KM2",鹿児島県大隅土木事務所,パスコ,"58.5.26,58.7.25",280
鹿児島県,川内市,道路台帳,"撮影,図化","8000,,1000","245.0KM2,11.9KM2",鹿児島県川内土木事務所,"アジア航測,国際航業","58.10.22,59.3.25",897
鹿児島県,"大根占町,根占町,佐多町,田代町",道路台帳,"撮影,図化","8000,,1000","110.3KM2,12.8KM2",鹿児島県大根占土木事務所,"西日本航業,アジア航測","58.12.20,59.3.20",1250
鹿児島県,垂水市,道路台帳,"撮影,図化","8000,,1000","180.0KM2,10.2KM2",垂水市,国際航業,"59.1.23,60.1.10",1248
鹿児島県,徳之島町,道路台帳,"撮影,図化","8000,,1000","100.5KM2,13.3KM2",徳之島町,アジア航測,"58.12.16,60.2.28",1180
鹿児島県,南種子町,道路台帳,"撮影,図化","8000,,1000","157.0KM2,8.6KM2",南種子町,朝日航洋,"58.12.4,59.3.30",1176
鹿児島県,天城町,ダム計画,"撮影,図化","8000,,1000","5.5KM2,2.7KM2",九州農政局,アジア航測,"58.9.1,58.11.15",518
鹿児島県,鹿児島市,砂防計画,カラー撮影(対標有),10000,119.0KM2,九州地建大隅工事事務所,東日本航空,"58.10.24,59.3.10",895
鹿児島県,"出水市,川内市",鉄道計画,"撮影,図化","10000,,2500","25.3KM2,6.6KM2",日本国有鉄道下関工事局,パスコ,"59.2.1,59.3.27",
鹿児島県,大口市,都市計画,"撮影,図化新規,図化修正","12500,,2500,,2500","48.0KM2,19.0KM2,7.3KM2",大口市,国際航業,"58.9.5,58.12.20",701
鹿児島県,"伊仙町,名瀬市",河川台帳,"撮影,図化","12500,,2500","119.0KM2,8.8KM2",鹿児島県,"中庭測量,アジア航測","58.10.31,59.2.24",907
鹿児島県,宮之城町,都市計画,"撮影,図化新規,図化修正","20500,,5000,,5000","310.0KM2,114.7KM2,29.8KM2",宮之城町,パスコ,"58.10.22,59.3.12",901
鹿児島県,"志布志町,末吉町,輝北町",土地改良,"撮影,図化","20000,,5000","156.0KM2,56.5KM2",鹿児島県大隅耕地事務所,"大成測量設計,復建調査設計,パスコ","58.11.30,59.2.19",1020
鹿児島県,"鹿屋市,垂水市,串良町,東串良町",農業基盤整備,"撮影,図化新規,図化修正","20000,,5000,,5000","318.0KM2,120.4KM2,132.4KM2",鹿児島県鹿屋耕地事務所,"パスコ,国際航業,アジア航測,日本航業,西南航測","59.1.23,59.3.15",1255
宮崎県県境鹿児島県,"えびの市,県境吉松町,栗野町",施設計画,"撮影,図化","25000,,5000","139.0KM2,12.0KM2",福岡防衛施設局,アジア航測,"58.10.22,59.3.20",893
鹿児島県,鹿児島市,河川改修,図化,500,0.5KM2,九州地建大隅工事事務所,国際航業,"58.12.21,59.2.23",
鹿児島県,加世田市,都市計画,"図化新規,図化修正","2500,,2500","6.8KM2,13.5KM2",加世田市,大成測量設計,"58.12.21,59.1.31",1188
鹿児島県,川内市,河川計画,図化,2500,21.5KM2,九州地建川内川工事事務所,東日本航空,"58.8.8,58.12.24",509
沖縄県,"糸満市,東風平町,具志頭村",地盤沈下,水準,1級,45.0km,沖縄県,沖縄陸地測量,"58.12.1,59.3.15",944
沖縄県,伊江村,道路台帳,"撮影,図化","4000,,500","22.9KM2,6.6KM2",伊江村,与那嶺測量,"58.10.1,59.3.10",776
沖縄県,玉城村,道路台帳,"撮影,図化","4000,,500","18.0KM2,3.4KM2",玉城村,大洋土木コンサルタント,"59.1.5,59.3.31",1262
沖縄県,宜野座村,道路台帳,"撮影,図化","4000,,500","30.6KM2,2.7KM2",宜野座村,大洋土木コンサルタント,"58.4.18,58.10.30",89
沖縄県,南大東村,農村総合整備,"撮影,図化","8000,,1000","15.0KM2,9.2KM2",南大東村,与那嶺測量,"58.8.1,58.12.30",
沖縄県,国頭村,土地改良,"撮影,図化","8000,,1000","8.7KM2,2.5KM2",国頭村,大洋土木コンサルタント,"58.8.2,58.12.26",569
沖縄県,"南風原町,豊見城村",都市計画,"撮影,図化修正","12500,,2500","48.0KM2,28.2KM2",沖縄県,大東航業,"58.9.9,59.2.25",774
沖縄県,那覇市,道路台帳,"図化新規,図化修正,編集","500,,500,,500","14.2KM2,7.6KM2,2.4KM2",那覇市,大東航業,"59.2.10,60.3.15",1301
沖縄県,那覇市,区画整理,"平板,編集","500,,1000","2.1KM2,2.1KM2",那覇市,沖縄都市建設,"58.8.15,59.3.1",
沖縄県,那覇市,道路台帳,図化,500,15.2KM2,那覇市,大東航業,"58.5.21,59.3.15",
沖縄県,名護市,道路計画,図化,1000,1.1KM2,"沖縄総合事務局,北部国道事務所",アジア航測,"58.9.19,58.10.30",
沖縄県,平良市,農地計画,図化,1000,5.0KM2,平良市,八島建設コンサルタント,"58.7.19,59.2.10",
沖縄県,恩納村,農地開発,図化,1000,0.3KM2,沖縄県北部農林土木事務所,大洋土木コンサルタント,"58.6.20,58.7.20",
沖縄県,恩納村,農地開発,図化,1000,0.6KM2,沖縄県北部農林土木事務所,大洋土木コンサルタント,"59.1.30,59.2.29",
沖縄県,"今帰仁村,恩納村,玉城村",土地改良,平板,1000,0.9KM2,沖縄県土地改良事業団体連合会,自営,"59.2.2,59.3.30",
沖縄県,竹富町,ダム計画,図化,2500,1.5KM2,"沖縄総合事務局,八重山宮古総合農業開発調査事務所",パスコ,"58.10.30,58.12.15",
沖縄県,具志川市,道路計画,平板,300,0.1KM2,沖縄県中部土木事務所,ダイワ土木設計事務所,"58.9.30,58.12.18",
沖縄県,浦添市,"区画整理,都市計画",平板,500,0.8KM2,浦添市,大富建設コンサルタント,"58.3.1,58.6.30",
沖縄県,那覇市,区画整理,平板,500,0.6KM2,那覇市,国建設計工務,"58.8.19,59.3.21",
沖縄県,那覇市,道路計画,平板,500,0.1KM2,"沖縄総合事務局,南部国道事務所",大琉設計,"58.10.3,59.1.20",
沖縄県,大宜味村,道路計画,平板,500,0.2KM2,"沖縄総合事務局,北部ダム事務所",朝日建設コンサルタント,"58.10.31,59.2.15",
沖縄県,那覇市,道路計画,平板,500,0.1KM2,"沖縄総合事務局,南部国道事務所",芝岩エンジニアリング,"58.11.21,59.3.8",
沖縄県,今帰仁村,道路計画,平板,500,0.1KM2,今帰仁村,日興建設コンサルタント,"58.7.22,58.10.15",
沖縄県,与那城村,道路計画,平板,500,0.1KM2,与那城村,日建コンサルタント,"58.9.1,58.10.30",
沖縄県,石垣市,道路台帳,平板,500,0.2KM2,石垣市,八重山測量,"58.6.3,58.9.20",
沖縄県,竹富町,道路台帳,平板,500,0.1KM2,沖縄県八重山土木事務所,八重山測量,"58.11.1,59.2.28",
沖縄県,具志川市,農地計画,平板,500,0.1KM2,沖縄県農業試験場園芸支場,朝日建設コンサルタント,"58.8.8,58.9.19",
沖縄県,宮古島市,土地改良,"平板,平板","500,,1000","1.5KM2,5.0KM2",沖縄県土地改良事業団体連合会,自営,"58.7.1,59.3.31",
沖縄県,名護市,土地改良,平板,1000,0.2KM2,沖縄県土地改良事業団体連合会,自営,"58.3.22,58.4.20",
沖縄県,玉城村,土地改良,平板,1000,0.2KM2,沖縄県土地改良事業団体連合会,自営,"58.3.28,58.4.28",
北海道,平取町,ダム計画,図化,2500,5.3KM2,室蘭開発建設部,日測技研,"59.3.1,59.3.25",
北海道,"旭川市,鷹栖町",河川計画,"図化,編集","2500,,10000","12.4KM2,12.4KM2",旭川開発建設部,シン航空,"59.5.1,59.10.31",
北海道,音威子府村,河川計画,"図化,編集","2500,,10000","12.9KM2,12.9KM2",旭川開発建設部,日測技研,"59.5.1,59.10.31",
北海道,,河川計画,"撮影,図化","12500,,2500","238.6KM2,77.8KM2",石狩川開発建設部,三和航測,"59.4.21,59.11.30",
愛媛県,伊予三島市,下水道台帳,撮影,4000,15.3KM2,伊予三島市,三和航測,"59.3.17,59.5.10",
高知県,"本山町,土佐町",管理図作成,撮影,8000,42.5KM2,水資源開発公団池田総合管理所,国際航業,"59.3.3,59.3.26",
香川県,高松市,公園計画,平板,1000,0.9KM2,香川県,アジア航測,"59.2.29,59.3.30",
福岡県,福岡市,道路計画,撮影,4000,4.4KM2,福岡市,西日本航業,"59.3.12,59.3.20",
福岡県,北九州市,ダム計画,"撮影,撮影","8000,,1000","4.0KM2,0.9KM2",福岡県,大成測量設計,"59.3.14,59.3.31",
福岡県,福岡市,道路台帳,撮影,4000,63.6KM2,福岡市,国際航業,"59.3.27,59.4.30",
福岡県,福岡市,道路台帳,平板,500,0.1KM2,福岡市,石川測量,"59.3.5,59.3.31",
福岡県,夜須町,道路台帳,"カラー撮影,図化","4000,,500","57.6KM2,1.6KM2",夜須町,大成測量設計,"59.3.12,59.5.20",
福岡県,田主丸町,道路台帳,"撮影,図化","4000,,500","19.9KM2,17.0KM2",田主丸町,国際航業,"59.3.15,60.1.31",
福岡県,赤池町,道路台帳,"撮影,図化","4000,,500","28.8KM2,3.8KM2",赤池町,アジア建設コンサルタント,"59.3.22,59.10.15",
福岡県,北野町,道路台帳,"撮影,図化","4000,,500","20.3KM2,5.9KM2",北野町,アジア建設コンサルタント,"59.3.22,59.10.15",
福岡県,筑穂町,道路台帳,平板,500,0.1KM2,筑穂町,嘉穂測量,"59.3.10,59.3.31",
福岡県,,道路計画,平板,500,1.7KM2,北九州国道工事事務所,大成測量設計,"59.3.14,59.3.31",
佐賀県,大和町,道路台帳,"撮影,撮影,図化,図化","4000,,30000,,500,,1000","45.0KM2,110.0KM2,4.8KM2,55.1KM2",大和町,パスコ,"59.3.30,59.11.30",
